,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
876,1959943399093518517,Mon Aug 25 14:59:24 +0000 2025,2,@neohistoria_id Bubarkan dpr gakan bisa bubarkan dpr ga mungkin karena syarat negara Negaranya gw bubarin anjing Negara laknat antah berantah kya gini apa yg mau diharepin Ya karena dor2 aniing setan kikir laknat dunia akhirat penghuni neraka itu Gw bubarin negaranya dprnya gw sembelih semua,1959994022174552291,,neohistoria_id,in,,0,1,0,https://x.com/undefined/status/1959994022174552291,1020394761759252481,
877,1959919785291948443,Mon Aug 25 14:59:07 +0000 2025,8,@liputan6dotcom Bagusnya Anggota DPR di gaji UMK saja biar sama sama rakyat yg MENGGAJI MEREKA... @prabowo Pak bubarkan saja DPR masa kalah sama Gus Dur... Karena kami merasa g terwakilkan oleh DPR tolong bubarkan saja bila sudah tidak berguna lagi!!!,1959993949269246308,,liputan6dotcom,in,,0,0,1,https://x.com/undefined/status/1959993949269246308,208247727,
878,1959993237479014741,Mon Aug 25 14:56:17 +0000 2025,0,Lagi rame demo bubarkan @DPR_RI Maksud sebenarnya bukan bubar Tapi minta anggota dewan otaknya di pake buat mikiran Rakyat Paham @NasDem ???,1959993237479014741,,,in,,0,1,0,https://x.com/undefined/status/1959993237479014741,1934994353421975552,
879,1959961524921086275,Mon Aug 25 14:55:43 +0000 2025,1,@gundala2221 @puanmaharani_ri @DPR_RI @Ary_PrasKe2 @RickyKardjono @ibn_sjamsu 1&gt;Bubarkan DPR 2&gt;Sahkan RUU Perampasan Aset Koruptor 3&gt;Berantas Korupsi 4&gt;Hentikan Politik Dinasti &amp; Oligarki 5&gt;Menolak Komersialisasi Pendidikan 6&gt;Hapuskan Tunjangan Anggota DPR 7&gt;Merdeka Untuk Siapa? 8&gt;Lengserkan Puan Maharani *TUNTUTAN pendemo jangan lebih dari 3 pasal.,1959993093736010004,,gundala2221,in,,1,0,0,https://x.com/undefined/status/1959993093736010004,1203075185420599296,
880,1959992462208053336,Mon Aug 25 14:53:12 +0000 2025,10,25 AGUSTUS 2025 DEMO BUBARKAN DPR DI JAKARTA @NgkongRoses @newIding30 https://t.co/PF1Zmu2YW1 https://t.co/WbyPNvDOc0,1959992462208053336,https://pbs.twimg.com/ext_tw_video_thumb/1959992249296822272/pu/img/Jun_r--H-c-GgQj3.jpg,,in,,0,0,5,https://x.com/undefined/status/1959992462208053336,1473607825725145090,
881,1959991462478942306,Mon Aug 25 14:49:14 +0000 2025,0,DEMO Bubarkan DPR Ricuh Belasan Orang Ditangkap Kini Massa Bubarkan Diri Menjelang Malam https://t.co/sU4lkZA1Gy via @tribunnews,1959991462478942306,,,in,,0,0,0,https://x.com/undefined/status/1959991462478942306,142305302,
882,1959991416672956791,Mon Aug 25 14:49:03 +0000 2025,0,Detik Detik Mobil Brio Putih Tabrak Peserta Aksi Demo Bubarkan DPR. #demo #bubarkandpr #mahasiswa #info #berita https://t.co/Hd5FOcNraJ,1959991416672956791,https://pbs.twimg.com/ext_tw_video_thumb/1959991368480436224/pu/img/cX73IM6cOJZYemjZ.jpg,,in,,0,0,0,https://x.com/undefined/status/1959991416672956791,1584459166311018497,
883,1959991072165413311,Mon Aug 25 14:47:41 +0000 2025,0,Jadi kalau demonya teriak BUBARKAN DPR percuma sama aja ky teriak HILANGKAN POSISI PRESIDEN ngga bakal bisa bisanya makzulkan presiden jadi alih2 teriak bubarkan dpr mending teriak evaluasi penuh dpr ganti kader2 yg ngga kompeten turunkan tunjangan dpr dll.,1959991074560397615,,hfdz_L,in,,0,1,0,https://x.com/undefined/status/1959991074560397615,1269421259604910085,
884,1959991072165413311,Mon Aug 25 14:47:41 +0000 2025,0,I'm not really paying attention to this demo bubarkan dpr percuma Krn kita ini negara demokrasi dmn disetiap negara demokrasi 3 element kekuasaan dibagi jadi 3 g dipegang 1 org raja(dinasti) yaitu: 1.legislatif(dpr mpr) 2.eksekutif(presiden mentri) 3.yudikatif( MA MK)-,1959991072165413311,,,in,,0,1,0,https://x.com/undefined/status/1959991072165413311,1269421259604910085,
885,1959885350743998750,Mon Aug 25 14:47:01 +0000 2025,0,@KangManto123 Inilah kalian harapkan mau bubarkan DPR?.. DIA SAJA KETUM PARTAI.. ,1959990905416597682,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1959990905416597682,1527122829938139136,
886,1959990530106065393,Mon Aug 25 14:45:31 +0000 2025,0,nobody cares. BUBARKAN DPR!!!!,1959990530106065393,,,in,,0,0,0,https://x.com/undefined/status/1959990530106065393,1534912592077983744,
887,1959962906013143295,Mon Aug 25 14:44:49 +0000 2025,4,@Montir_UFO @ListyoSigitP Terkait demo aman terkendali ncu walau ada bbrp pasilitas yg di rusak saat ini demo sudah di bubarkan para pendemo sdh bergerak membubarkan diri. Terkait tunjangan anggota @DPR_RI &amp; prilaku nir moral beberapa anggota emang kebangetan MENYAKITI PERASAAN MASYARAKAT. gkgkgk️,1959990353509187665,,Montir_UFO,in,,0,2,1,https://x.com/undefined/status/1959990353509187665,1271319727751610385,
888,1959989490447163603,Mon Aug 25 14:41:24 +0000 2025,0,TERIMA KASIH ANAK BANGSA - DEMO BUBARKAN DPR MASIH BERLANJUT HINGGA MALAM https://t.co/HBYcwYckUU lewat @YouTube,1959989490447163603,,,in,,0,0,0,https://x.com/undefined/status/1959989490447163603,1475069619924705284,
